TSTNO,VIN,OCCLOC,PP_TTF_LAP,PP_force_LAP,PP_TTF_SHOULDER,PP_force_SHOULDER,LL_first,LL_second
1011,2P4FH21C4HR167286,01,0.0,0.0,0.0,0.0,0.0,0.0
1011,2P4FH21C4HR167286,02,0.0,0.0,0.0,0.0,0.0,0.0
1012,2BCHL81JXHB502607,01,0.0,0.0,0.0,0.0,0.0,0.0
1012,2BCHL81JXHB502607,02,0.0,0.0,0.0,0.0,6.09,0.0
1013,JT2SV21E4H3057983,01,0.0,0.0,0.0,0.0,0.0,0.0
1013,JT2SV21E4H3057983,02,0.0,0.0,0.0,0.0,0.0,0.0
1014,JA3CC54H7HZ007745,01,0.0,0.0,0.0,0.0,0.0,0.0
1014,JA3CC54H7HZ007745,02,0.0,0.0,0.0,0.0,0.0,0.0
1015,JM1GC22A0H1101892,01,0.0,0.0,0.0,0.0,0.0,0.0
1015,JM1GC22A0H1101892,02,0.0,0.0,0.0,0.0,0.0,0.0
1016,1B3BS44DXHN416239,01,0.0,0.0,0.0,0.0,0.0,0.0
1016,1B3BS44DXHN416239,02,0.0,0.0,0.0,0.0,0.0,0.0
1039,1P3BS48D3HN361951,01,0.0,0.0,0.0,0.0,0.0,0.0
1039,1P3BS48D3HN361951,02,0.0,0.0,0.0,0.0,0.0,0.0
1041,JF1KA72A1HB701057,01,0.0,0.0,29.7,1.35,0.0,0.0
1041,JF1KA72A1HB701057,02,0.0,0.0,0.0,0.0,0.0,0.0
1042,JABRT5176H4100960,01,0.0,0.0,0.0,0.0,0.0,0.0
1042,JABRT5176H4100960,02,0.0,0.0,0.0,0.0,0.0,0.0
1043,1C3CJ41K5HG111183,01,0.0,0.0,0.0,0.0,0.0,0.0
1043,1C3CJ41K5HG111183,02,0.0,0.0,0.0,0.0,0.0,0.0
1044,JH4DA3349HS010278,01,0.0,0.0,0.0,0.0,0.0,0.0
1044,JH4DA3349HS010278,02,0.0,0.0,0.0,0.0,0.0,0.0
1045,JHMCA5362HC060409,01,0.0,0.0,0.0,0.0,0.0,0.0
1045,JHMCA5362HC060409,02,0.0,0.0,0.0,0.0,0.0,0.0
1049,1G3NF54U5HM286317,01,0.0,0.0,0.0,0.0,0.0,0.0
1049,1G3NF54U5HM286317,02,0.0,0.0,0.0,0.0,0.0,0.0
1057,1G2NE14U7HC871969,01,0.0,0.0,0.0,0.0,0.0,0.0
1057,1G2NE14U7HC871969,02,0.0,0.0,0.0,0.0,0.0,0.0
1058,VF3BA8156HS413190,01,0.0,0.0,0.0,0.0,0.0,0.0
1058,VF3BA8156HS413190,02,0.0,0.0,0.0,0.0,0.0,0.0
1059,JT4RN50R3H0292288,01,0.0,0.0,0.0,0.0,0.0,0.0
1059,JT4RN50R3H0292288,02,0.0,0.0,0.0,0.0,0.0,0.0
1062,1FTBR10A2HUC64001,01,0.0,0.0,0.0,0.0,0.0,0.0
1062,1FTBR10A2HUC64001,02,0.0,0.0,0.0,0.0,0.0,0.0
1063,1GCBS14E0H8162125,01,0.0,0.0,0.0,0.0,0.0,0.0
1063,1GCBS14E0H8162125,02,0.0,0.0,0.0,0.0,0.0,0.0
1065,1GNGR26N0HF158471,01,0.0,0.0,0.0,0.0,0.0,0.0
1065,1GNGR26N0HF158471,02,0.0,0.0,0.0,0.0,0.0,0.0
1066,JF1AC43B6HB234360,01,0.0,0.0,0.0,0.0,0.0,0.0
1066,JF1AC43B6HB234360,02,0.0,0.0,0.0,0.0,0.0,0.0
1067,JN6ND11S0HW047194,01,0.0,0.0,21.5,1.08,0.0,0.0
1067,JN6ND11S0HW047194,02,0.0,0.0,0.0,0.0,0.0,0.0
1070,JN1PS26S8HW034194,01,0.0,0.0,0.0,0.0,0.0,0.0
1070,JN1PS26S8HW034194,02,0.0,0.0,0.0,0.0,0.0,0.0
1071,JN1PB2516HU020721,01,0.0,0.0,0.0,0.0,0.0,0.0
1071,JN1PB2516HU020721,02,0.0,0.0,0.0,0.0,0.0,0.0
1103,1FABP50U9JA114987,01,0.0,0.0,0.0,0.0,0.0,0.0
1103,1FABP50U9JA114987,02,0.0,0.0,0.0,0.0,0.0,0.0
1104,1MEBM50U2JA602177,01,0.0,0.0,0.0,0.0,0.0,0.0
1104,1MEBM50U2JA602177,02,0.0,0.0,0.0,0.0,0.0,0.0
1117,9BWBA0309JP021395,01,0.0,0.0,0.0,0.0,0.0,0.0
1117,9BWBA0309JP021395,02,0.0,0.0,0.0,0.0,0.0,0.0
1128,WV2YB0255JH019301,01,0.0,0.0,28.5,2.03,0.0,0.0
1128,WV2YB0255JH019301,02,0.0,0.0,0.0,0.0,0.0,0.0
1129,JT2EL36Z0J0180725,01,0.0,0.0,0.0,0.0,0.0,0.0
1129,JT2EL36Z0J0180725,02,0.0,0.0,0.0,0.0,0.0,0.0
1130,1NXAE82G4JZ503857,01,0.0,0.0,0.0,0.0,0.0,0.0
1130,1NXAE82G4JZ503857,02,0.0,0.0,0.0,0.0,0.0,0.0
1131,VF3BA82FXJS423976,01,0.0,0.0,0.0,0.0,0.0,0.0
1131,VF3BA82FXJS423976,02,0.0,0.0,0.0,0.0,0.0,0.0
1132,KL2TN2167JB339098,01,0.0,0.0,0.0,0.0,0.0,0.0
1132,KL2TN2167JB339098,02,0.0,0.0,0.0,0.0,0.0,0.0
1133,JN1HU11P1JT604507,01,0.0,0.0,0.0,0.0,0.0,0.0
1133,JN1HU11P1JT604507,02,0.0,0.0,0.0,0.0,0.0,0.0
1142,1GCEG25K8J7101741,01,0.0,0.0,0.0,0.0,0.0,0.0
1142,1GCEG25K8J7101741,02,0.0,0.0,0.0,0.0,0.0,0.0
1143,1GNCM15Z0JB106931,01,0.0,0.0,0.0,0.0,0.0,0.0
1143,1GNCM15Z0JB106931,02,0.0,0.0,0.0,0.0,0.0,0.0
1147,1FTDF15Y7JPA16175,01,0.0,0.0,0.0,0.0,0.0,0.0
1147,1FTDF15Y7JPA16175,02,0.0,0.0,0.0,0.0,0.0,0.0
1148,JN1PN34S6JM001518,01,0.0,0.0,0.0,0.0,0.0,0.0
1148,JN1PN34S6JM001518,02,0.0,0.0,0.0,0.0,0.0,0.0
1149,JN8SC26S9J4024123,01,0.0,0.0,0.0,0.0,5.99,4.1
1149,JN8SC26S9J4024123,02,0.0,0.0,0.0,0.0,0.0,0.0
1150,1B7FD14X5JS676946,01,0.0,0.0,0.0,0.0,0.0,0.0
1150,1B7FD14X5JS676946,02,0.0,0.0,0.0,0.0,0.0,0.0
1151,JB4EA31P3JU040838,01,0.0,0.0,0.0,0.0,0.0,0.0
1151,JB4EA31P3JU040838,02,0.0,0.0,0.0,0.0,0.0,0.0
1152,JHMED6453JS026017,01,0.0,0.0,0.0,0.0,0.0,0.0
1152,JHMED6453JS026017,02,0.0,0.0,0.0,0.0,0.0,0.0
1153,1N6ND11S8JC312354,01,0.0,0.0,29.2,1.86,0.0,0.0
1153,1N6ND11S8JC312354,02,0.0,0.0,0.0,0.0,0.0,0.0
1154,JA7FJ23E7JJ005523,01,0.0,0.0,29.3,1.91,0.0,0.0
1154,JA7FJ23E7JJ005523,02,0.0,0.0,0.0,0.0,0.0,0.0
1157,JN1PB25S1JU020589,01,0.0,0.0,0.0,0.0,0.0,0.0
1157,JN1PB25S1JU020589,02,0.0,0.0,0.0,0.0,0.0,0.0
1159,JH4KA4561JC014515,01,0.0,0.0,0.0,0.0,0.0,0.0
1159,JH4KA4561JC014515,02,0.0,0.0,0.0,0.0,0.0,0.0
1160,JD1FG1003J4303022,01,0.0,0.0,0.0,0.0,0.0,0.0
1160,JD1FG1003J4303022,02,0.0,0.0,0.0,0.0,5.63,0.0
1166,YV1FA8845J2195865,01,0.0,0.0,0.0,0.0,0.0,0.0
1166,YV1FA8845J2195865,02,0.0,0.0,0.0,0.0,0.0,0.0
1167,1G1LT5114JY586352,01,0.0,0.0,0.0,0.0,0.0,0.0
1167,1G1LT5114JY586352,02,0.0,0.0,0.0,0.0,0.0,0.0
1173,1G1LV14WXJE576565,01,0.0,0.0,0.0,0.0,0.0,0.0
1173,1G1LV14WXJE576565,02,0.0,0.0,7.6,0.87,0.0,0.0
1174,1G3HN5338JW331995,01,0.0,0.0,0.0,0.0,0.0,0.0
1174,1G3HN5338JW331995,02,0.0,0.0,0.0,0.0,0.0,0.0
1175,JM1FC3315J0611277,01,0.0,0.0,0.0,0.0,0.0,0.0
1175,JM1FC3315J0611277,02,0.0,0.0,0.0,0.0,0.0,0.0
1176,JM1HC2217J0101193,01,0.0,0.0,0.0,0.0,0.0,0.0
1176,JM1HC2217J0101193,02,0.0,0.0,0.0,0.0,0.0,0.0
1178,YS3AK35D1J3011142,01,0.0,0.0,0.0,0.0,0.0,0.0
1178,YS3AK35D1J3011142,02,0.0,0.0,0.0,0.0,0.0,0.0
1179,JAACL16E2J7207518,01,0.0,0.0,0.0,0.0,0.0,0.0
1179,JAACL16E2J7207518,02,0.0,0.0,0.0,0.0,0.0,0.0
1186,2FAPP36X0JB103196,01,0.0,0.0,0.0,0.0,0.0,0.0
1186,2FAPP36X0JB103196,02,0.0,0.0,0.0,0.0,0.0,0.0
1187,KNJBT06K0J6164126,01,0.0,0.0,0.0,0.0,0.0,0.0
1187,KNJBT06K0J6164126,02,0.0,0.0,0.0,0.0,0.0,0.0
1188,2G4WB14W3J1454978,01,0.0,0.0,0.0,0.0,0.0,0.0
1188,2G4WB14W3J1454978,02,0.0,0.0,0.0,0.0,0.0,0.0
1189,1C3BU4638JD122349,01,0.0,0.0,0.0,0.0,0.0,0.0
1189,1C3BU4638JD122349,02,0.0,0.0,0.0,0.0,0.0,0.0
1190,VF1FF45B2J2771395,01,0.0,0.0,0.0,0.0,0.0,0.0
1190,VF1FF45B2J2771395,02,0.0,0.0,0.0,0.0,0.0,0.0
1191,1G4CW51C9J1670302,01,0.0,0.0,0.0,0.0,0.0,0.0
1191,1G4CW51C9J1670302,02,0.0,0.0,0.0,0.0,0.0,0.0
1214,VF1FF45G6K2060912,01,0.0,0.0,0.0,0.0,0.0,0.0
1214,VF1FF45G6K2060912,02,0.0,0.0,0.0,0.0,0.0,0.0
1223,JA3CU36XXKU000489,01,0.0,0.0,0.0,0.0,0.0,0.0
1223,JA3CU36XXKU000489,02,0.0,0.0,0.0,0.0,0.0,0.0
1234,JA3BR46V6KZ013177,01,0.0,0.0,0.0,0.0,0.0,0.0
1234,JA3BR46V6KZ013177,02,0.0,0.0,0.0,0.0,1.56,0.0
1273,1B3XG24K1KG155797,01,0.0,0.0,0.0,0.0,0.0,0.0
1273,1B3XG24K1KG155797,02,0.0,0.0,0.0,0.0,0.0,0.0
1282,1FAPP604XKH120933,01,0.0,0.0,0.0,0.0,0.0,0.0
1282,1FAPP604XKH120933,02,0.0,0.0,0.0,0.0,0.0,0.0
1287,1B3BA46K4KF407486,01,0.0,0.0,0.0,0.0,0.0,0.0
1287,1B3BA46K4KF407486,02,0.0,0.0,0.0,0.0,0.0,0.0
1288,JHMED8361KS008493,01,0.0,0.0,0.0,0.0,0.0,0.0
1288,JHMED8361KS008493,02,0.0,0.0,0.0,0.0,0.0,0.0
1290,1G1BL51E6KR129214,01,0.0,0.0,0.0,0.0,0.0,0.0
1290,1G1BL51E6KR129214,02,0.0,0.0,0.0,0.0,0.0,0.0
1294,2E3BB56U8KH220621,01,0.0,0.0,0.0,0.0,0.0,0.0
1294,2E3BB56U8KH220621,02,0.0,0.0,0.0,0.0,0.0,0.0
1295,1C3XM66P0KW327366,01,0.0,0.0,0.0,0.0,0.0,0.0
1295,1C3XM66P0KW327366,02,0.0,0.0,0.0,0.0,0.0,0.0
1296,3MABM1250KR606803,01,0.0,0.0,0.0,0.0,0.0,0.0
1296,3MABM1250KR606803,02,0.0,0.0,0.0,0.0,0.0,0.0
1298,1GNDM15Z0KB139241,01,0.0,0.0,0.0,0.0,0.0,0.0
1298,1GNDM15Z0KB139241,02,0.0,0.0,0.0,0.0,0.0,0.0
1299,1P3BA46K3KF418851,01,0.0,0.0,0.0,0.0,0.0,0.0
1299,1P3BA46K3KF418851,02,0.0,0.0,0.0,0.0,0.0,0.0
1308,1ZVBT20CXK5238639,01,0.0,0.0,0.0,0.0,0.0,0.0
1308,1ZVBT20CXK5238639,02,0.0,0.0,0.0,0.0,0.0,0.0
1309,1LNLM974XKY727404,01,0.0,0.0,0.0,0.0,0.0,0.0
1309,1LNLM974XKY727404,02,0.0,0.0,0.0,0.0,6.32,0.0
1311,1FMBU14T6KUA26472,01,0.0,0.0,0.0,0.0,0.0,0.0
1311,1FMBU14T6KUA26472,02,0.0,0.0,0.0,0.0,0.0,0.0
1312,JT2AE92E8K3186125,01,0.0,0.0,0.0,0.0,0.0,0.0
1312,JT2AE92E8K3186125,02,0.0,0.0,0.0,0.0,0.0,0.0
1313,JT2MX83E2K0006767,01,0.0,0.0,0.0,0.0,0.0,0.0
1313,JT2MX83E2K0006767,02,0.0,0.0,0.0,0.0,0.0,0.0
1314,JT3YR26W2K5052868,01,0.0,0.0,0.0,0.0,0.0,0.0
1314,JT3YR26W2K5052868,02,0.0,0.0,0.0,0.0,0.0,0.0
1315,JT4RN81RXK0008470,01,0.0,0.0,0.0,0.0,0.0,0.0
1315,JT4RN81RXK0008470,02,0.0,0.0,0.0,0.0,0.0,0.0
1316,KMHBF21S0KU030464,01,0.0,0.0,0.0,0.0,0.0,0.0
1316,KMHBF21S0KU030464,02,0.0,0.0,0.0,0.0,0.0,0.0
1318,JA4FN44W2KA000672,01,0.0,0.0,0.0,0.0,0.0,0.0
1318,JA4FN44W2KA000672,02,0.0,0.0,0.0,0.0,0.0,0.0
1320,1J4FJ28L5KL415019,01,0.0,0.0,0.0,0.0,0.0,0.0
1320,1J4FJ28L5KL415019,02,0.0,0.0,0.0,0.0,0.0,0.0
1321,WAUEB089XKA122832,01,0.0,0.0,27.5,1.76,0.0,0.0
1321,WAUEB089XKA122832,02,0.0,0.0,27.0,2.32,0.0,0.0
1322,9BWBA0306KP006662,01,0.0,0.0,0.0,0.0,0.0,0.0
1322,9BWBA0306KP006662,02,0.0,0.0,0.0,0.0,0.0,0.0
1327,VF3BA82FXKS427396,01,0.0,0.0,0.0,0.0,0.0,0.0
1327,VF3BA82FXKS427396,02,0.0,0.0,0.0,0.0,0.0,0.0
1328,JACCH58E6K8907454,01,0.0,0.0,0.0,0.0,0.0,0.0
1328,JACCH58E6K8907454,02,0.0,0.0,0.0,0.0,0.0,0.0
1329,JS4TA01V4K4101278,01,0.0,0.0,0.0,0.0,0.0,0.0
1329,JS4TA01V4K4101278,02,0.0,0.0,0.0,0.0,0.0,0.0
1330,JG1MS2167KK720969,01,0.0,0.0,0.0,0.0,0.0,0.0
1330,JG1MS2167KK720969,02,0.0,0.0,0.0,0.0,0.0,0.0
1332,JG1MR6169KK712567,01,0.0,0.0,0.0,0.0,0.0,0.0
1332,JG1MR6169KK712567,02,0.0,0.0,0.0,0.0,0.0,0.0
1353,JN1HJ01P2KT236374,01,0.0,0.0,0.0,0.0,0.0,0.0
1353,JN1HJ01P2KT236374,02,0.0,0.0,0.0,0.0,0.0,0.0
1361,1N6ND11S9KC305950,01,0.0,0.0,0.0,0.0,0.0,0.0
1361,1N6ND11S9KC305950,02,0.0,0.0,0.0,0.0,0.0,0.0
1363,JN1HS36P7KW008876,01,0.0,0.0,0.0,0.0,0.0,0.0
1363,JN1HS36P7KW008876,02,0.0,0.0,0.0,0.0,0.0,0.0
1364,WAUBB5449KN069933,01,0.0,0.0,25.4,1.22,0.0,0.0
1364,WAUBB5449KN069933,02,0.0,0.0,25.0,2.0,0.0,0.0
1365,JH4DB1540LS007518,01,0.0,0.0,0.0,0.0,0.0,0.0
1365,JH4DB1540LS007518,02,0.0,0.0,0.0,0.0,0.0,0.0
1367,4A3CS34T8LE020160,01,0.0,0.0,0.0,0.0,0.0,0.0
1367,4A3CS34T8LE020160,02,0.0,0.0,0.0,0.0,0.0,0.0
1368,2G1WL54R2L9112261,01,0.0,0.0,0.0,0.0,0.0,0.0
1368,2G1WL54R2L9112261,02,0.0,0.0,0.0,0.0,0.0,0.0
1377,JM1NA3518L0109963,01,0.0,0.0,0.0,0.0,0.0,0.0
1377,JM1NA3518L0109963,02,0.0,0.0,0.0,0.0,0.0,0.0
1379,JN1FU21PXLT201142,01,0.0,0.0,0.0,0.0,0.0,0.0
1379,JN1FU21PXLT201142,02,0.0,0.0,0.0,0.0,0.0,0.0
1380,JT3RN37W1L0000795,01,0.0,0.0,0.0,0.0,0.0,0.0
1380,JT3RN37W1L0000795,02,0.0,0.0,17.5,1.75,0.0,0.0
1381,JT8VV22T6L0089392,01,0.0,0.0,0.0,0.0,0.0,0.0
1381,JT8VV22T6L0089392,02,0.0,0.0,0.0,0.0,0.0,0.0
1383,KMHVD12J7LU003220,01,0.0,0.0,0.0,0.0,0.0,0.0
1383,KMHVD12J7LU003220,02,0.0,0.0,0.0,0.0,0.0,0.0
1385,1FACP50DXLG125808,01,0.0,0.0,0.0,0.0,4.86,0.0
1385,1FACP50DXLG125808,02,0.0,0.0,0.0,0.0,0.0,0.0
1397,1Y1SK5160LZ018755,01,0.0,0.0,0.0,0.0,0.0,0.0
1397,1Y1SK5160LZ018755,02,0.0,0.0,0.0,0.0,0.0,0.0
1398,JN1HM15P4LX002593,01,0.0,0.0,0.0,0.0,0.0,0.0
1398,JN1HM15P4LX002593,02,0.0,0.0,0.0,0.0,0.0,0.0
1399,JT2AT86F7L0001505,01,0.0,0.0,0.0,0.0,0.0,0.0
1399,JT2AT86F7L0001505,02,0.0,0.0,0.0,0.0,0.0,0.0
1419,1C3XJ45K6LG423808,01,0.0,0.0,0.0,0.0,3.61,0.0
1419,1C3XJ45K6LG423808,02,0.0,0.0,0.0,0.0,0.0,0.0
1435,1GNCT18ZXL0121045,01,0.0,0.0,0.0,0.0,0.0,0.0
1435,1GNCT18ZXL0121045,02,0.0,0.0,0.0,0.0,0.0,0.0
1436,1GCCT14Z7L2143331,01,0.0,0.0,0.0,0.0,0.0,0.0
1436,1GCCT14Z7L2143331,02,0.0,0.0,0.0,0.0,0.0,0.0
1437,1B7GG26X9LS644714,01,0.0,0.0,0.0,0.0,0.0,0.0
1437,1B7GG26X9LS644714,02,0.0,0.0,0.0,0.0,0.0,0.0
1438,1G6CD5334L4201856,01,0.0,0.0,0.0,0.0,0.0,0.0
1438,1G6CD5334L4201856,02,0.0,0.0,0.0,0.0,0.0,0.0
1439,1GMCU06D8LT204152,01,0.0,0.0,0.0,0.0,0.0,0.0
1439,1GMCU06D8LT204152,02,0.0,0.0,0.0,0.0,0.0,0.0
1440,1G1JC54GXL7101163,01,0.0,0.0,0.0,0.0,0.0,0.0
1440,1G1JC54GXL7101163,02,0.0,0.0,0.0,0.0,0.0,0.0
1441,JF1BC6220LB618998,01,0.0,0.0,0.0,0.0,0.0,0.0
1441,JF1BC6220LB618998,02,0.0,0.0,0.0,0.0,0.0,0.0
1442,1FTCR11XXLUA45612,01,0.0,0.0,0.0,0.0,0.0,0.0
1442,1FTCR11XXLUA45612,02,0.0,0.0,0.0,0.0,0.0,0.0
1448,JNKHF14C2LT000448,01,0.0,0.0,0.0,0.0,0.0,0.0
1448,JNKHF14C2LT000448,02,0.0,0.0,0.0,0.0,0.0,0.0
1449,1LNLM81F1LY669849,01,0.0,0.0,0.0,0.0,0.0,0.0
1449,1LNLM81F1LY669849,02,0.0,0.0,0.0,0.0,0.0,0.0
1450,1FACP44EXLF115346,01,0.0,0.0,0.0,0.0,0.0,0.0
1450,1FACP44EXLF115346,02,0.0,0.0,0.0,0.0,0.0,0.0
1451,JAABL01L4L5851063,01,0.0,0.0,0.0,0.0,0.0,0.0
1451,JAABL01L4L5851063,02,0.0,0.0,0.0,0.0,0.0,0.0
1453,WBAAA131XLEC66287,01,0.0,0.0,0.0,0.0,0.0,0.0
1453,WBAAA131XLEC66287,02,0.0,0.0,0.0,0.0,0.0,0.0
1454,JHMBA4211LC003171,01,0.0,0.0,0.0,0.0,0.0,0.0
1454,JHMBA4211LC003171,02,0.0,0.0,0.0,0.0,0.0,0.0
1455,JACCH58E3L8905856,01,0.0,0.0,0.0,0.0,0.0,0.0
1455,JACCH58E3L8905856,02,0.0,0.0,0.0,0.0,0.0,0.0
1456,WVWFB4314LE127356,01,0.0,0.0,0.0,0.0,0.0,0.0
1456,WVWFB4314LE127356,02,0.0,0.0,0.0,0.0,0.0,0.0
1457,1FMEE11NXLHA16523,01,0.0,0.0,0.0,0.0,0.0,0.0
1457,1FMEE11NXLHA16523,02,0.0,0.0,0.0,0.0,0.0,0.0
1459,WDBDA29D7LF678650,01,0.0,0.0,28.4,1.34,0.0,0.0
1459,WDBDA29D7LF678650,02,0.0,0.0,0.0,0.0,0.0,0.0
1461,1G4HP14C4LH411993,01,0.0,0.0,0.0,0.0,0.0,0.0
1461,1G4HP14C4LH411993,02,0.0,0.0,0.0,0.0,0.0,0.0
1470,1C3XY56R9LD767129,01,0.0,0.0,0.0,0.0,0.0,0.0
1470,1C3XY56R9LD767129,02,0.0,0.0,0.0,0.0,0.0,0.0
1519,JT3AC11R4MOO20602,01,0.0,0.0,0.0,0.0,0.0,0.0
1519,JT3AC11R4MOO20602,02,0.0,0.0,0.0,0.0,0.0,0.0
1523,1FAPP10J4MW112219,01,0.0,0.0,0.0,0.0,0.0,0.0
1523,1FAPP10J4MW112219,02,0.0,0.0,0.0,0.0,0.0,0.0
1533,1G1BL53E6MW169228,01,0.0,0.0,0.0,0.0,0.0,0.0
1533,1G1BL53E6MW169228,02,0.0,0.0,0.0,0.0,0.0,0.0
1536,1FMDU34X4MUA22690,01,0.0,0.0,0.0,0.0,0.0,0.0
1536,1FMDU34X4MUA22690,02,0.0,0.0,0.0,0.0,0.0,0.0
1537,1B3XP28D1MN561430,01,0.0,0.0,0.0,0.0,3.64,0.0
1537,1B3XP28D1MN561430,02,0.0,0.0,0.0,0.0,6.59,0.0
1538,1N4EB31B2MC710724,01,0.0,0.0,0.0,0.0,0.0,0.0
1538,1N4EB31B2MC710724,02,0.0,0.0,0.0,0.0,0.0,0.0
1539,1GNDT13Z4M2154074,01,0.0,0.0,0.0,0.0,0.0,0.0
1539,1GNDT13Z4M2154074,02,0.0,0.0,0.0,0.0,0.0,0.0
1541,1HGCB7542MA020540,01,0.0,0.0,0.0,0.0,0.0,0.0
1541,1HGCB7542MA020540,02,0.0,0.0,0.0,0.0,0.0,0.0
1543,1G1LV13G8MY116253,01,0.0,0.0,0.0,0.0,0.0,0.0
1543,1G1LV13G8MY116253,02,0.0,0.0,0.0,0.0,0.0,0.0
1545,3G4AH54N3MS604331,01,0.0,0.0,0.0,0.0,0.0,0.0
1545,3G4AH54N3MS604331,02,0.0,0.0,0.0,0.0,0.0,0.0
1548,JA3CR46VXMZ011603,01,0.0,0.0,0.0,0.0,0.0,0.0
1548,JA3CR46VXMZ011603,02,0.0,0.0,0.0,0.0,0.0,0.0
1558,1G1FP23T0ML137542,01,0.0,0.0,0.0,0.0,4.32,0.0
1558,1G1FP23T0ML137542,02,0.0,0.0,0.0,0.0,0.0,0.0
1559,1NXAE94A4MZ164780,01,0.0,0.0,0.0,0.0,0.0,0.0
1559,1NXAE94A4MZ164780,02,0.0,0.0,0.0,0.0,0.0,0.0
1560,JM1BG2242M0223985,01,0.0,0.0,0.0,0.0,0.0,0.0
1560,JM1BG2242M0223985,02,0.0,0.0,0.0,0.0,0.0,0.0
1561,1HGED3641ML008684,01,0.0,0.0,0.0,0.0,0.0,0.0
1561,1HGED3641ML008684,02,0.0,0.0,0.0,0.0,0.0,0.0
1565,JT4RN01PXM0010089,01,0.0,0.0,0.0,0.0,6.39,0.0
1565,JT4RN01PXM0010089,02,0.0,0.0,0.0,0.0,0.0,0.0
1568,JABRT5368M7410296,01,0.0,0.0,0.0,0.0,5.85,0.0
1568,JABRT5368M7410296,02,0.0,0.0,0.0,0.0,0.0,0.0
1569,1G8ZK5472MZ106662,01,0.0,0.0,0.0,0.0,0.0,0.0
1569,1G8ZK5472MZ106662,02,0.0,0.0,0.0,0.0,0.0,0.0
1570,1ZVPT20C3M5113720,01,0.0,0.0,0.0,0.0,0.0,0.0
1570,1ZVPT20C3M5113720,02,0.0,0.0,0.0,0.0,0.0,0.0
1585,1G1LT53T4ME126354,01,0.0,0.0,0.0,0.0,4.35,0.0
1585,1G1LT53T4ME126354,02,0.0,0.0,0.0,0.0,0.0,0.0
1586,4S2CG58E4M4300150,01,0.0,0.0,0.0,0.0,0.0,0.0
1586,4S2CG58E4M4300150,02,29.5,1.9,0.0,0.0,0.0,0.0
1589,JS3TD01V1M4101804,01,0.0,0.0,0.0,0.0,0.0,0.0
1589,JS3TD01V1M4101804,02,0.0,0.0,0.0,0.0,0.0,0.0
1590,1C3XC66R6MD101822,01,0.0,0.0,0.0,0.0,0.0,0.0
1590,1C3XC66R6MD101822,02,0.0,0.0,0.0,0.0,0.0,0.0
1591,JN1RZ24H6MX500737,01,0.0,0.0,0.0,0.0,0.0,0.0
1591,JN1RZ24H6MX500737,02,0.0,0.0,0.0,0.0,0.0,0.0
1592,JN1FU21P6MX853234,01,0.0,0.0,0.0,0.0,0.0,0.0
1592,JN1FU21P6MX853234,02,0.0,0.0,0.0,0.0,0.0,0.0
1593,JT2EL43A4M0029329,01,0.0,0.0,0.0,0.0,0.0,0.0
1593,JT2EL43A4M0029329,02,0.0,0.0,0.0,0.0,0.0,0.0
1595,J81RF2365M7517644,01,0.0,0.0,0.0,0.0,4.81,0.0
1595,J81RF2365M7517644,02,0.0,0.0,0.0,0.0,0.0,0.0
1597,1HGCB985XMA001962,01,0.0,0.0,0.0,0.0,0.0,0.0
1597,1HGCB985XMA001962,02,0.0,0.0,0.0,0.0,0.0,0.0
1600,1FACP55U7MG101895,01,0.0,0.0,0.0,0.0,0.0,0.0
1600,1FACP55U7MG101895,02,0.0,0.0,0.0,0.0,0.0,0.0
1604,JM3LV5224M0308957,01,0.0,0.0,0.0,0.0,0.0,0.0
1604,JM3LV5224M0308957,02,0.0,0.0,0.0,0.0,0.0,0.0
1606,KMHVE22J0MU054370,01,0.0,0.0,0.0,0.0,0.0,0.0
1606,KMHVE22J0MU054370,02,0.0,0.0,0.0,0.0,0.0,0.0
1607,1P3XA46K1MF515457,01,0.0,0.0,0.0,0.0,0.0,0.0
1607,1P3XA46K1MF515457,02,0.0,0.0,0.0,0.0,0.0,0.0
1628,1G3HN53L4NH311110,01,0.0,0.0,0.0,0.0,0.0,0.0
1628,1G3HN53L4NH311110,02,0.0,0.0,0.0,0.0,0.0,0.0
1629,JT2EL45F2N0015682,01,0.0,0.0,0.0,0.0,0.0,0.0
1629,JT2EL45F2N0015682,02,0.0,0.0,0.0,0.0,0.0,0.0
1631,JA3XC47S6NY006719,01,0.0,0.0,0.0,0.0,0.0,0.0
1631,JA3XC47S6NY006719,02,0.0,0.0,0.0,0.0,0.0,0.0
1656,JH4CC2643NC007281,01,0.0,0.0,0.0,0.0,0.0,0.0
1656,JH4CC2643NC007281,02,0.0,0.0,0.0,0.0,0.0,0.0
1659,WBACB431XNFF77772,01,0.0,0.0,0.0,0.0,0.0,0.0
1659,WBACB431XNFF77772,02,0.0,0.0,0.0,0.0,0.0,0.0
1667,1GCCS14Z7N2119875,01,0.0,0.0,0.0,0.0,0.0,0.0
1667,1GCCS14Z7N2119875,02,0.0,0.0,0.0,0.0,0.0,0.0
1669,2B4GH25K3NR533483,01,0.0,0.0,0.0,0.0,0.0,0.0
1669,2B4GH25K3NR533483,02,0.0,0.0,0.0,0.0,0.0,0.0
1670,2FTDF15Y4NCA05187,01,0.0,0.0,0.0,0.0,0.0,0.0
1670,2FTDF15Y4NCA05187,02,0.0,0.0,0.0,0.0,0.0,0.0
