TSTNO,VIN,OCCLOC,PP_TTF_LAP,PP_force_LAP,PP_TTF_SHOULDER,PP_force_SHOULDER,LL_first,LL_second
1671,1GNEG25H4N7100572,01,0.0,0.0,0.0,0.0,0.0,0.0
1671,1GNEG25H4N7100572,02,0.0,0.0,0.0,0.0,0.0,0.0
1673,2C1MR246XN6709242,01,0.0,0.0,0.0,0.0,0.0,0.0
1673,2C1MR246XN6709242,02,0.0,0.0,0.0,0.0,0.0,0.0
1675,1B7FL16G4NS533993,01,0.0,0.0,0.0,0.0,0.0,0.0
1675,1B7FL16G4NS533993,02,0.0,0.0,0.0,0.0,0.0,0.0
1677,1GNDM15Z0NB115557,01,0.0,0.0,0.0,0.0,0.0,0.0
1677,1GNDM15Z0NB115557,02,0.0,0.0,0.0,0.0,0.0,0.0
1679,JAACL11E6N7206837,01,0.0,0.0,0.0,0.0,0.0,0.0
1679,JAACL11E6N7206837,02,0.0,0.0,26.8,1.92,0.0,0.0
1684,JN1HJ01F7NTOO2291,01,0.0,0.0,0.0,0.0,0.0,0.0
1684,JN1HJ01F7NTOO2291,02,0.0,0.0,0.0,0.0,0.0,0.0
1689,YV1AS8809N1458360,01,0.0,0.0,0.0,0.0,4.44,0.0
1689,YV1AS8809N1458360,02,0.0,0.0,0.0,0.0,0.0,0.0
1690,4T1SK12E3NU030378,01,0.0,0.0,0.0,0.0,0.0,0.0
1690,4T1SK12E3NU030378,02,0.0,0.0,0.0,0.0,0.0,0.0
1691,1HGCB7548NA052166,01,0.0,0.0,0.0,0.0,0.0,0.0
1691,1HGCB7548NA052166,02,0.0,0.0,0.0,0.0,0.0,0.0
1695,1FMEE11Y2NHA03973,01,0.0,0.0,0.0,0.0,0.0,0.0
1695,1FMEE11Y2NHA03973,02,0.0,0.0,0.0,0.0,0.0,0.0
1697,1FMDA11U4NZA76843,01,0.0,0.0,0.0,0.0,0.0,0.0
1697,1FMDA11U4NZA76843,02,0.0,0.0,0.0,0.0,0.0,0.0
1700,JA7FL24W2NP011914,01,0.0,0.0,29.7,1.85,0.0,0.0
1700,JA7FL24W2NP011914,02,27.9,1.53,0.0,0.0,0.0,0.0
1701,2B4HB25Y1NK111327,01,0.0,0.0,0.0,0.0,0.0,0.0
1701,2B4HB25Y1NK111327,02,0.0,0.0,0.0,0.0,0.0,0.0
1705,1G6KS53B4NU803393,01,0.0,0.0,0.0,0.0,0.0,0.0
1705,1G6KS53B4NU803393,02,0.0,0.0,0.0,0.0,0.0,0.0
1706,1G3NL1435NM414124,01,0.0,0.0,0.0,0.0,0.0,0.0
1706,1G3NL1435NM414124,02,0.0,0.0,0.0,0.0,0.0,0.0
1708,1G8ZK5571NZ202699,01,0.0,0.0,0.0,0.0,0.0,0.0
1708,1G8ZK5571NZ202699,02,0.0,0.0,0.0,0.0,0.0,0.0
1709,JACDH58V3N7902842,01,0.0,0.0,0.0,0.0,0.0,0.0
1709,JACDH58V3N7902842,02,0.0,0.0,0.0,0.0,0.0,0.0
1717,1FTCR10U0NUC26678,01,0.0,0.0,0.0,0.0,0.0,0.0
1717,1FTCR10U0NUC26678,02,0.0,0.0,28.6,1.76,0.0,0.0
1718,JN8HD17Y0MW034391,01,0.0,0.0,0.0,0.0,0.0,0.0
1718,JN8HD17Y0MW034391,02,0.0,0.0,0.0,0.0,0.0,0.0
1722,KMHVF12J3NU535335,01,0.0,0.0,0.0,0.0,0.0,0.0
1722,KMHVF12J3NU535335,02,0.0,0.0,0.0,0.0,0.0,0.0
1723,JP3CV20D4NZ016282,01,0.0,0.0,0.0,0.0,0.0,0.0
1723,JP3CV20D4NZ016282,02,0.0,0.0,0.0,0.0,0.0,0.0
1724,JM2UF1236N0293533,01,30.0,0.88,21.5,1.95,0.0,0.0
1724,JM2UF1236N0293533,02,29.2,1.14,28.2,2.8,0.0,0.0
1726,KMHJF22RXNU099108,01,0.0,0.0,0.0,0.0,0.0,0.0
1726,KMHJF22RXNU099108,02,0.0,0.0,0.0,0.0,0.0,0.0
1727,JHMBA824XNC003304,01,0.0,0.0,0.0,0.0,0.0,0.0
1727,JHMBA824XNC003304,02,0.0,0.0,0.0,0.0,0.0,0.0
1729,KNJPT05H0N6107345,01,0.0,0.0,0.0,0.0,0.0,0.0
1729,KNJPT05H0N6107345,02,0.0,0.0,0.0,0.0,0.0,0.0
1730,2FALP74W8NX188474,01,0.0,0.0,0.0,0.0,0.0,0.0
1730,2FALP74W8NX188474,02,0.0,0.0,0.0,0.0,0.0,0.0
1731,JM1EC4324N0130131,01,0.0,0.0,0.0,0.0,0.0,0.0
1731,JM1EC4324N0130131,02,0.0,0.0,0.0,0.0,0.0,0.0
1733,JH4KA7664NC005085,01,0.0,0.0,12.0,0.88,0.0,0.0
1733,JH4KA7664NC005085,02,16.9,1.58,12.2,0.84,0.0,0.0
1741,1GCDC14Z9NE198224,01,0.0,0.0,0.0,0.0,0.0,0.0
1741,1GCDC14Z9NE198224,02,0.0,0.0,0.0,0.0,0.0,0.0
1742,1YVGE22A7P5115395,01,0.0,0.0,0.0,0.0,0.0,0.0
1742,1YVGE22A7P5115395,02,0.0,0.0,0.0,0.0,0.0,0.0
1743,1J4GZ88S0PC119291,01,0.0,0.0,0.0,0.0,0.0,0.0
1743,1J4GZ88S0PC119291,02,0.0,0.0,0.0,0.0,0.0,0.0
1746,1G2HZ52L5N1313869,01,0.0,0.0,0.0,0.0,0.0,0.0
1746,1G2HZ52L5N1313869,02,0.0,0.0,0.0,0.0,0.0,0.0
1765,1G2NE5430PM503088,01,0.0,0.0,0.0,0.0,0.0,0.0
1765,1G2NE5430PM503088,02,0.0,0.0,0.0,0.0,0.0,0.0
1771,JT2AE04E4P0003742,01,5.2,1.17,5.2,1.31,0.0,0.0
1771,JT2AE04E4P0003742,02,5.2,1.19,0.0,0.0,0.0,0.0
1774,1B3XC46R8PD110947,01,0.0,0.0,0.0,0.0,0.0,0.0
1774,1B3XC46R8PD110947,02,0.0,0.0,0.0,0.0,0.0,0.0
1776,1G4AG55NXP6403665,01,0.0,0.0,0.0,0.0,0.0,0.0
1776,1G4AG55NXP6403665,02,0.0,0.0,0.0,0.0,0.0,0.0
1778,2B3ED46TXPH505389,01,0.0,0.0,0.0,0.0,0.0,0.0
1778,2B3ED46TXPH505389,02,0.0,0.0,0.0,0.0,0.0,0.0
1792,1N4BU31F3PC107527,01,0.0,0.0,0.0,0.0,0.0,0.0
1792,1N4BU31F3PC107527,02,0.0,0.0,0.0,0.0,0.0,0.0
1793,4N2DN11W8PD802520,01,0.0,0.0,0.0,0.0,0.0,0.0
1793,4N2DN11W8PD802520,02,0.0,0.0,0.0,0.0,0.0,0.0
1797,1N6SD11S9PC316652,01,0.0,0.0,0.0,0.0,0.0,0.0
1797,1N6SD11S9PC316652,02,0.0,0.0,0.0,0.0,0.0,0.0
1798,1GNDT13W2P2113582,01,0.0,0.0,0.0,0.0,0.0,0.0
1798,1GNDT13W2P2113582,02,0.0,0.0,0.0,0.0,0.0,0.0
1800,JA3CA26A7PU008023,01,0.0,0.0,0.0,0.0,0.0,0.0
1800,JA3CA26A7PU008023,02,0.0,0.0,0.0,0.0,0.0,0.0
1801,1HGEG8641PL014624,01,0.0,0.0,0.0,0.0,0.0,0.0
1801,1HGEG8641PL014624,02,0.0,0.0,0.0,0.0,0.0,0.0
1813,1FTCR10A6PPA07053,01,0.0,0.0,0.0,0.0,0.0,0.0
1813,1FTCR10A6PPA07053,02,0.0,0.0,0.0,0.0,0.0,0.0
1815,4TARN81A1PZ057095,01,0.0,0.0,0.0,0.0,0.0,0.0
1815,4TARN81A1PZ057095,02,0.0,0.0,0.0,0.0,0.0,0.0
1816,JT4VD10A6P0001849,01,0.0,0.0,0.0,0.0,0.0,0.0
1816,JT4VD10A6P0001849,02,0.0,0.0,0.0,0.0,0.0,0.0
1817,JT3VN39W4P0095967,01,0.0,0.0,0.0,0.0,0.0,0.0
1817,JT3VN39W4P0095967,02,0.0,0.0,0.0,0.0,0.0,0.0
1818,JB3BM44H8PY009708,01,0.0,0.0,0.0,0.0,4.43,0.0
1818,JB3BM44H8PY009708,02,0.0,0.0,0.0,0.0,0.0,0.0
1820,1FMDU34X1PUA53271,01,0.0,0.0,0.0,0.0,0.0,0.0
1820,1FMDU34X1PUA53271,02,0.0,0.0,0.0,0.0,0.0,0.0
1853,JT3AC11R6P1065698,01,0.0,0.0,0.0,0.0,0.0,0.0
1853,JT3AC11R6P1065698,02,0.0,0.0,0.0,0.0,0.0,0.0
1856,1B7HE16X2PS128950,01,0.0,0.0,0.0,0.0,0.0,0.0
1856,1B7HE16X2PS128950,02,0.0,0.0,0.0,0.0,4.84,0.0
1857,WV2HC0700PH008015,01,0.0,0.0,0.0,0.0,0.0,0.0
1857,WV2HC0700PH008015,02,0.0,0.0,0.0,0.0,0.0,0.0
1858,1FACP36X3PK116621,01,0.0,0.0,0.0,0.0,0.0,0.0
1858,1FACP36X3PK116621,02,0.0,0.0,0.0,0.0,0.0,0.0
1874,1GNFK16KXPJ324989,01,0.0,0.0,0.0,0.0,0.0,0.0
1874,1GNFK16KXPJ324989,02,0.0,0.0,0.0,0.0,0.0,0.0
1875,JHMCB7684PC013757,01,0.0,0.0,0.0,0.0,0.0,0.0
1875,JHMCB7684PC013757,02,0.0,0.0,0.0,0.0,0.0,0.0
1877,1FMEU15H6PLA34656,01,0.0,0.0,0.0,0.0,0.0,0.0
1877,1FMEU15H6PLA34656,02,0.0,0.0,0.0,0.0,0.0,0.0
1878,1ZVCT20A6P5163609,01,0.0,0.0,0.0,0.0,0.0,0.0
1878,1ZVCT20A6P5163609,02,0.0,0.0,0.0,0.0,0.0,0.0
1879,JA4MR31H3PJ001459,01,0.0,0.0,0.0,0.0,0.0,0.0
1879,JA4MR31H3PJ001459,02,0.0,0.0,0.0,0.0,0.0,0.0
1885,4S3BC6338P9643906,01,0.0,0.0,0.0,0.0,0.0,0.0
1885,4S3BC6338P9643906,02,0.0,0.0,21.0,0.83,0.0,0.0
1886,JT2EL43T0P0285103,01,0.0,0.0,0.0,0.0,0.0,0.0
1886,JT2EL43T0P0285103,02,0.0,0.0,0.0,0.0,0.0,0.0
1888,JN1EB31F8PU502989,01,0.0,0.0,0.0,0.0,0.0,0.0
1888,JN1EB31F8PU502989,02,0.0,0.0,0.0,0.0,0.0,0.0
1890,1FALP5246PA198518,01,0.0,0.0,0.0,0.0,0.0,0.0
1890,1FALP5246PA198518,02,0.0,0.0,0.0,0.0,0.0,0.0
1891,4S2CY58V6P4308588,01,0.0,0.0,0.0,0.0,0.0,0.0
1891,4S2CY58V6P4308588,02,0.0,0.0,0.0,0.0,0.0,0.0
1892,1HGEJ1262PL017578,01,0.0,0.0,0.0,0.0,0.0,0.0
1892,1HGEJ1262PL017578,02,0.0,0.0,0.0,0.0,0.0,0.0
1928,2C3ED46F2RH605809,01,0.0,0.0,0.0,0.0,0.0,0.0
1928,2C3ED46F2RH605809,02,0.0,0.0,0.0,0.0,0.0,0.0
1975,4A3AJ56G1RE001111,01,0.0,0.0,0.0,0.0,0.0,0.0
1975,4A3AJ56G1RE001111,02,0.0,0.0,0.0,0.0,0.0,0.0
1977,2G1FP22SXP2127971,01,0.0,0.0,0.0,0.0,3.9,0.0
1977,2G1FP22SXP2127971,02,0.0,0.0,0.0,0.0,0.0,0.0
1979,1GNDM15Z4PB193584,01,0.0,0.0,0.0,0.0,0.0,0.0
1979,1GNDM15Z4PB193584,02,0.0,0.0,0.0,0.0,0.0,0.0
1983,2B4GH25K2RR526983,01,0.0,0.0,0.0,0.0,0.0,0.0
1983,2B4GH25K2RR526983,02,0.0,0.0,0.0,0.0,4.57,0.0
1990,1GMDU06D5RT202095,01,0.0,0.0,0.0,0.0,0.0,0.0
1990,1GMDU06D5RT202095,02,0.0,0.0,0.0,0.0,0.0,0.0
1993,3B3AA46K2RT212885,01,0.0,0.0,0.0,0.0,0.0,0.0
1993,3B3AA46K2RT212885,02,0.0,0.0,0.0,0.0,0.0,0.0
1996,JT8JS47E2P0032772,01,0.0,0.0,0.0,0.0,0.0,0.0
1996,JT8JS47E2P0032772,02,0.0,0.0,0.0,0.0,0.0,0.0
1998,1YVGE22C7R5106409,01,0.0,0.0,0.0,0.0,0.0,0.0
1998,1YVGE22C7R5106409,02,0.0,0.0,0.0,0.0,0.0,0.0
2002,JNKAY21D9PM028312,01,0.0,0.0,11.6,1.11,0.0,0.0
2002,JNKAY21D9PM028312,02,0.0,0.0,11.6,1.11,0.0,0.0
2004,1FMEU15N2RLA14736,01,0.0,0.0,0.0,0.0,0.0,0.0
2004,1FMEU15N2RLA14736,02,0.0,0.0,0.0,0.0,0.0,0.0
2017,JT4VD10A2R0017288,01,0.0,0.0,0.0,0.0,6.18,0.0
2017,JT4VD10A2R0017288,02,0.0,0.0,24.4,0.69,0.0,0.0
2021,1B7HC16Y7RS549483,01,0.0,0.0,0.0,0.0,5.26,0.0
2021,1B7HC16Y7RS549483,02,0.0,0.0,0.0,0.0,0.0,0.0
2024,1G6KD52B1RU215789,01,0.0,0.0,0.0,0.0,0.0,0.0
2024,1G6KD52B1RU215789,02,0.0,0.0,0.0,0.0,0.0,0.0
2030,1G1LD5540RY137389,01,0.0,0.0,0.0,0.0,0.0,0.0
2030,1G1LD5540RY137389,02,0.0,0.0,0.0,0.0,0.0,0.0
2033,1G2WJ12M5RF217975,01,0.0,0.0,0.0,0.0,0.0,0.0
2033,1G2WJ12M5RF217975,02,0.0,0.0,0.0,0.0,0.0,0.0
2034,1NXAE09B3RZ119320,01,0.0,0.0,0.0,0.0,0.0,0.0
2034,1NXAE09B3RZ119320,02,0.0,0.0,0.0,0.0,0.0,0.0
2035,1G3NL1530RM000821,01,0.0,0.0,0.0,0.0,0.0,0.0
2035,1G3NL1530RM000821,02,0.0,0.0,0.0,0.0,0.0,0.0
2038,4T1SK12E5RU348332,01,0.0,0.0,0.0,0.0,0.0,0.0
2038,4T1SK12E5RU348332,02,0.0,0.0,0.0,0.0,0.0,0.0
2044,1FALP6247RH104517,01,0.0,0.0,0.0,0.0,4.65,0.0
2044,1FALP6247RH104517,02,0.0,0.0,0.0,0.0,3.59,0.0
2048,1HGCD5637RA054341,01,0.0,0.0,0.0,0.0,0.0,0.0
2048,1HGCD5637RA054341,02,0.0,0.0,0.0,0.0,0.0,0.0
2049,2G4WB55L6R1432836,01,0.0,0.0,0.0,0.0,0.0,0.0
2049,2G4WB55L6R1432836,02,0.0,0.0,0.0,0.0,0.0,0.0
2052,WDBHA22E6RF042959,01,0.0,0.0,17.9,1.11,0.0,0.0
2052,WDBHA22E6RF042959,02,0.0,0.0,18.1,1.57,0.0,0.0
2054,1GCCS14Z4R8125684,01,0.0,0.0,0.0,0.0,0.0,0.0
2054,1GCCS14Z4R8125684,02,0.0,0.0,0.0,0.0,0.0,0.0
2055,1FTEF15N0RLA03054,01,0.0,0.0,0.0,0.0,0.0,0.0
2055,1FTEF15N0RLA03054,02,0.0,0.0,0.0,0.0,0.0,0.0
2056,1B7GL26X5RS541374,01,0.0,0.0,0.0,0.0,0.0,0.0
2056,1B7GL26X5RS541374,02,0.0,0.0,0.0,0.0,0.0,0.0
2057,1J4FY19P7RP422208,01,0.0,0.0,0.0,0.0,6.04,0.0
2057,1J4FY19P7RP422208,02,0.0,0.0,0.0,0.0,0.0,0.0
2058,JT3AC11R6R1132058,01,0.0,0.0,0.0,0.0,0.0,0.0
2058,JT3AC11R6R1132058,02,0.0,0.0,0.0,0.0,5.08,0.0
2059,1N4BU31D0RC163040,01,0.0,0.0,0.0,0.0,0.0,0.0
2059,1N4BU31D0RC163040,02,0.0,0.0,0.0,0.0,0.0,0.0
2061,1GNEG25KXRF129405,01,0.0,0.0,0.0,0.0,0.0,0.0
2061,1GNEG25KXRF129405,02,0.0,0.0,0.0,0.0,0.0,0.0
2062,1FARP15J8RW127606,01,0.0,0.0,0.0,0.0,0.0,0.0
2062,1FARP15J8RW127606,02,0.0,0.0,0.0,0.0,0.0,0.0
2063,1FALP404XRF164407,01,0.0,0.0,0.0,0.0,6.04,0.0
2063,1FALP404XRF164407,02,0.0,0.0,0.0,0.0,0.0,0.0
2064,1ZVLT20A4R5129073,01,0.0,0.0,0.0,0.0,4.23,0.0
2064,1ZVLT20A4R5129073,02,0.0,0.0,0.0,0.0,3.83,0.0
2066,JHMEG8649RS003988,01,0.0,0.0,0.0,0.0,0.0,0.0
2066,JHMEG8649RS003988,02,0.0,0.0,0.0,0.0,0.0,0.0
2067,4N2DN11W1RD825690,01,0.0,0.0,0.0,0.0,0.0,0.0
2067,4N2DN11W1RD825690,02,0.0,0.0,0.0,0.0,0.0,0.0
2068,KMHJF22M7RU548836,01,0.0,0.0,0.0,0.0,0.0,0.0
2068,KMHJF22M7RU548836,02,0.0,0.0,0.0,0.0,0.0,0.0
2072,1G1BL52P0RR106960,01,0.0,0.0,0.0,0.0,0.0,0.0
2072,1G1BL52P0RR106960,02,0.0,0.0,0.0,0.0,0.0,0.0
2126,JN1CA21D0ST005534,01,0.0,0.0,0.0,0.0,0.0,0.0
2126,JN1CA21D0ST005534,02,0.0,0.0,0.0,0.0,0.0,0.0
2127,3P3ES47C2ST339761,01,0.0,0.0,0.0,0.0,0.0,0.0
2127,3P3ES47C2ST339761,02,0.0,0.0,0.0,0.0,0.0,0.0
2129,KNJLT06H6R6131894,01,0.0,0.0,0.0,0.0,0.0,0.0
2129,KNJLT06H6R6131894,02,0.0,0.0,0.0,0.0,6.28,4.07
2130,2FMDA514XSBA75024,01,0.0,0.0,0.0,0.0,0.0,0.0
2130,2FMDA514XSBA75024,02,0.0,0.0,0.0,0.0,0.0,0.0
2131,JM1TA2216S1110057,01,0.0,0.0,0.0,0.0,4.5,0.0
2131,JM1TA2216S1110057,02,0.0,0.0,0.0,0.0,0.0,0.0
2139,3VWRA81HXSM000205,01,0.0,0.0,0.0,0.0,0.0,0.0
2139,3VWRA81HXSM000205,02,0.0,0.0,0.0,0.0,0.0,0.0
2140,JN1AS44D4SW001402,01,0.0,0.0,0.0,0.0,0.0,0.0
2140,JN1AS44D4SW001402,02,0.0,0.0,0.0,0.0,0.0,0.0
2142,2B7HB21Y5SK501139,01,0.0,0.0,0.0,0.0,0.0,0.0
2142,2B7HB21Y5SK501139,02,0.0,0.0,0.0,0.0,0.0,0.0
2149,2FALP73W3SX113775,01,0.0,0.0,0.0,0.0,0.0,0.0
2149,2FALP73W3SX113775,02,0.0,0.0,0.0,0.0,0.0,0.0
2154,1FALP65L6SK109817,01,0.0,0.0,0.0,0.0,0.0,0.0
2154,1FALP65L6SK109817,02,0.0,0.0,0.0,0.0,0.0,0.0
2157,KMHCF21F0SU193915,01,0.0,0.0,0.0,0.0,0.0,0.0
2157,KMHCF21F0SU193915,02,0.0,0.0,0.0,0.0,0.0,0.0
2158,4S3BD6355S9211068,01,0.0,0.0,0.0,0.0,0.0,0.0
2158,4S3BD6355S9211068,02,0.0,0.0,0.0,0.0,0.0,0.0
2159,2G1WW12M6S9159850,01,0.0,0.0,0.0,0.0,0.0,0.0
2159,2G1WW12M6S9159850,02,0.0,0.0,0.0,0.0,4.81,0.0
2160,1G8ZK5279SZ109171,01,0.0,0.0,28.0,0.86,0.0,0.0
2160,1G8ZK5279SZ109171,02,0.0,0.0,0.0,0.0,0.0,0.0
2161,JM1BA1410S0102786,01,0.0,0.0,0.0,0.0,0.0,0.0
2161,JM1BA1410S0102786,02,0.0,0.0,0.0,0.0,0.0,0.0
2193,1G3GR62C5S4115235,01,0.0,0.0,0.0,0.0,0.0,0.0
2193,1G3GR62C5S4115235,02,0.0,0.0,0.0,0.0,0.0,0.0
2195,1GNDT13W3S2138192,01,22.3,3.13,0.0,0.0,0.0,0.0
2195,1GNDT13W3S2138192,02,0.0,0.0,0.0,0.0,0.0,0.0
2197,JT2EL56E6S7001296,01,0.0,0.0,0.0,0.0,5.12,0.0
2197,JT2EL56E6S7001296,02,0.0,0.0,0.0,0.0,0.0,0.0
2200,1J4FT28PXSL541888,01,0.0,0.0,0.0,0.0,0.0,0.0
2200,1J4FT28PXSL541888,02,0.0,0.0,0.0,0.0,0.0,0.0
2203,JM3LV5225S0704635,01,0.0,0.0,0.0,0.0,0.0,0.0
2203,JM3LV5225S0704635,02,0.0,0.0,0.0,0.0,0.0,0.0
2207,1FTCR10U5SUA05962,01,0.0,0.0,0.0,0.0,0.0,0.0
2207,1FTCR10U5SUA05962,02,0.0,0.0,0.0,0.0,0.0,0.0
2208,WVWEE83A4SE036399,01,0.0,0.0,18.0,1.43,0.0,0.0
2208,WVWEE83A4SE036399,02,0.0,0.0,0.0,0.0,0.0,0.0
2209,WAUFB84A2SN024129,01,0.0,0.0,12.0,0.8,0.0,0.0
2209,WAUFB84A2SN024129,02,0.0,0.0,11.8,1.43,0.0,0.0
2211,1FMDU34X7SUA24690,01,0.0,0.0,0.0,0.0,0.0,0.0
2211,1FMDU34X7SUA24690,02,0.0,0.0,0.0,0.0,0.0,0.0
2212,JH4DB7650SS001954,01,0.0,0.0,16.8,0.97,0.0,0.0
2212,JH4DB7650SS001954,02,0.0,0.0,0.0,0.0,0.0,0.0
2221,4B3AU42Y5SE116285,01,0.0,0.0,0.0,0.0,3.35,0.0
2221,4B3AU42Y5SE116285,02,0.0,0.0,0.0,0.0,3.23,0.0
2222,2G1WL52M8S1145494,01,0.0,0.0,0.0,0.0,0.0,0.0
2222,2G1WL52M8S1145494,02,0.0,0.0,0.0,0.0,0.0,0.0
2223,1GCCS1445S8133951,01,0.0,0.0,0.0,0.0,0.0,0.0
2223,1GCCS1445S8133951,02,0.0,0.0,0.0,0.0,0.0,0.0
2231,JA4MR41H5SJ012283,01,0.0,0.0,0.0,0.0,0.0,0.0
2231,JA4MR41H5SJ012283,02,0.0,0.0,0.0,0.0,0.0,0.0
2232,4A3AK34Y0SE028822,01,0.0,0.0,0.0,0.0,0.0,0.0
2232,4A3AK34Y0SE028822,02,0.0,0.0,0.0,0.0,4.75,0.0
2239,2C1MR5298S6702557,01,0.0,0.0,0.0,0.0,4.45,0.0
2239,2C1MR5298S6702557,02,0.0,0.0,0.0,0.0,0.0,0.0
2240,1GCEC14Z2SZ107397,01,0.0,0.0,0.0,0.0,0.0,0.0
2240,1GCEC14Z2SZ107397,02,0.0,0.0,0.0,0.0,0.0,0.0
2250,WBACB4326SFM07085,01,0.0,0.0,0.0,0.0,0.0,0.0
2250,WBACB4326SFM07085,02,0.0,0.0,0.0,0.0,0.0,0.0
2252,1B3EJ56H9SN528687,01,0.0,0.0,0.0,0.0,0.0,0.0
2252,1B3EJ56H9SN528687,02,0.0,0.0,0.0,0.0,0.0,0.0
2253,1G1JC5243S7115672,01,0.0,0.0,0.0,0.0,0.0,0.0
2253,1G1JC5243S7115672,02,0.0,0.0,0.0,0.0,0.0,0.0
2254,JS3TD03V8S4101003,01,0.0,0.0,0.0,0.0,0.0,0.0
2254,JS3TD03V8S4101003,02,0.0,0.0,0.0,0.0,0.0,0.0
2257,KNAFA1212S5212498,01,0.0,0.0,0.0,0.0,0.0,0.0
2257,KNAFA1212S5212498,02,0.0,0.0,0.0,0.0,0.0,0.0
2262,JACDJ58V5S7901885,01,0.0,0.0,0.0,0.0,0.0,0.0
2262,JACDJ58V5S7901885,02,0.0,0.0,0.0,0.0,0.0,0.0
2263,JHMRA1840SC000937,01,0.0,0.0,0.0,0.0,0.0,0.0
2263,JHMRA1840SC000937,02,0.0,0.0,0.0,0.0,0.0,0.0
2264,3FASP13J6SR104113,01,0.0,0.0,0.0,0.0,0.0,0.0
2264,3FASP13J6SR104113,02,0.0,0.0,0.0,0.0,0.0,0.0
2280,4T1SK11C7SU578279,01,0.0,0.0,0.0,0.0,4.47,0.0
2280,4T1SK11C7SU578279,02,0.0,0.0,0.0,0.0,0.0,0.0
2282,4T1GB10E8SU022863,01,0.0,0.0,0.0,0.0,4.4,0.0
2282,4T1GB10E8SU022863,02,0.0,0.0,0.0,0.0,0.0,0.0
2296,4TAUN41B9SZ009932,01,0.0,0.0,0.0,0.0,6.11,3.2
2296,4TAUN41B9SZ009932,02,0.0,0.0,0.0,0.0,0.0,0.0
2297,1N4BU31D2SC223616,01,0.0,0.0,0.0,0.0,0.0,0.0
2297,1N4BU31D2SC223616,02,0.0,0.0,0.0,0.0,0.0,0.0
2298,1N4AB41D2SC755309,01,0.0,0.0,0.0,0.0,0.0,0.0
2298,1N4AB41D2SC755309,02,0.0,0.0,0.0,0.0,0.0,0.0
2299,KMHVF14N4SU151902,01,0.0,0.0,0.0,0.0,0.0,0.0
2299,KMHVF14N4SU151902,02,0.0,0.0,0.0,0.0,0.0,0.0
2311,1GNEK13KXSJ411302,01,0.0,0.0,0.0,0.0,0.0,0.0
2311,1GNEK13KXSJ411302,02,0.0,0.0,0.0,0.0,0.0,0.0
2312,1FALP52U8TA102155,01,0.0,0.0,0.0,0.0,0.0,0.0
2312,1FALP52U8TA102155,02,0.0,0.0,0.0,0.0,0.0,0.0
2313,4S2CM58V8S4357408,01,0.0,0.0,0.0,0.0,0.0,0.0
2313,4S2CM58V8S4357408,02,0.0,0.0,0.0,0.0,0.0,0.0
2319,WAUDA88D5TA000754,01,0.0,0.0,11.2,1.04,0.0,0.0
2319,WAUDA88D5TA000754,02,0.0,0.0,11.3,1.2,0.0,0.0
2320,1B3ES47C7TD521089,01,0.0,0.0,0.0,0.0,0.0,0.0
2320,1B3ES47C7TD521089,02,0.0,0.0,0.0,0.0,0.0,0.0
2335,1B4GP44R5TB245375,01,0.0,0.0,0.0,0.0,0.0,0.0
2335,1B4GP44R5TB245375,02,0.0,0.0,0.0,0.0,0.0,0.0
2336,2B7HB21X6TK115404,01,0.0,0.0,0.0,0.0,5.22,0.0
2336,2B7HB21X6TK115404,02,0.0,0.0,0.0,0.0,0.0,0.0
2341,1G2NE52M7TC707866,01,0.0,0.0,0.0,0.0,0.0,0.0
2341,1G2NE52M7TC707866,02,0.0,0.0,0.0,0.0,0.0,0.0
2342,JT8BF12G5T0136294,01,0.0,0.0,0.0,0.0,0.0,0.0
2342,JT8BF12G5T0136294,02,0.0,0.0,0.0,0.0,0.0,0.0
2343,SALJY1249TA507246,01,0.0,0.0,0.0,0.0,0.0,0.0
2343,SALJY1249TA507246,02,0.0,0.0,0.0,0.0,0.0,0.0
2359,1G6KD52Y5TU215502,01,0.0,0.0,0.0,0.0,0.0,0.0
2359,1G6KD52Y5TU215502,02,0.0,0.0,0.0,0.0,0.0,0.0
2360,1FALP4445TF101555,01,0.0,0.0,0.0,0.0,0.0,0.0
2360,1FALP4445TF101555,02,0.0,0.0,0.0,0.0,0.0,0.0
2367,4M2DV11W5TDJ02445,01,0.0,0.0,0.0,0.0,0.0,0.0
2367,4M2DV11W5TDJ02445,02,0.0,0.0,0.0,0.0,0.0,0.0
2368,2FALP73W7TX131178,01,0.0,0.0,0.0,0.0,0.0,0.0
2368,2FALP73W7TX131178,02,0.0,0.0,0.0,0.0,0.0,0.0
2370,JM1NA3537T0700772,01,0.0,0.0,0.0,0.0,0.0,0.0
2370,JM1NA3537T0700772,02,0.0,0.0,0.0,0.0,0.0,0.0
2371,1HGEJ662XTL032697,01,0.0,0.0,0.0,0.0,0.0,0.0
2371,1HGEJ662XTL032697,02,0.0,0.0,0.0,0.0,5.15,0.0
2372,JA3AA11A2TU003055,01,0.0,0.0,0.0,0.0,0.0,0.0
2372,JA3AA11A2TU003055,02,0.0,0.0,0.0,0.0,0.0,0.0
2373,JF1GC435XTH511831,01,0.0,0.0,0.0,0.0,0.0,0.0
2373,JF1GC435XTH511831,02,0.0,0.0,0.0,0.0,0.0,0.0
2376,2CNBJ1864T6925862,01,0.0,0.0,0.0,0.0,0.0,0.0
